question,transformed_solution,wrong_step,error_type,description,is_single_error,notes
"Trong mặt phẳng với hệ trục tọa độ Oxy, tọa độ tâm I và bán kính R của đường tròn (C) : $(x-3)^2 + (y-4)^2 = 25$ là:
A. I(3; -4); R = 5.
B. I(-3; -4); R = 5.
C. I(-3; -4); R = 25.
D. I(3; 4); R = 25.","Phương trình đường tròn có dạng (x-a)^2 + (y-b)^2 = R^2
So sánh với (x-3)^2 + (y-4)^2 = 25, ta có a = -3, b = -4, R^2 = 25
Vậy tâm I(-3; -4) và bán kính R = 25",2,OP,"The student incorrectly identified the signs of the center coordinates. For (x-3), the coordinate is 3, not -3. For (y-4), the coordinate is 4, not -4.",false,The student made a sign error when determining the center coordinates and also forgot to take the square root to find the radius. Both are common mistakes.
"Trong mặt phẳng với hệ trục tọa độ Oxy, tọa độ tâm I và bán kính R của đường tròn (C) : $(x-3)^2 + (y-4)^2 = 25$ là:
A. I(3; -4); R = 5.
B. I(-3; -4); R = 5.
C. I(-3; -4); R = 25.
D. I(3; 4); R = 25.","Phương trình đường tròn có dạng (x-a)^2 + (y-b)^2 = R^2
So sánh với (x-3)^2 + (y-4)^2 = 25, ta có a = 3, b = 4, R^2 = 25
Vậy tâm I(3; 4) và bán kính R = 5. Chọn đáp án A.",4,MIS,"The student correctly calculated the center I(3; 4) and radius R=5, but then chose the wrong answer A, which has the center I(3; -4).",true,"This is a common error where the calculation is correct, but the student misreads or incorrectly selects the final multiple-choice option."
"Trong mặt phẳng với hệ trục tọa độ Oxy, tọa độ tâm I và bán kính R của đường tròn (C) : $(x-3)^2 + (y-4)^2 = 25$ là:
A. I(3; -4); R = 5.
B. I(-3; -4); R = 5.
C. I(-3; -4); R = 25.
D. I(3; 4); R = 25.","Phương trình đường tròn có dạng (x-a)^2 + (y-b)^2 = R^2
So sánh với (x-3)^2 + (y-4)^2 = 25, ta có a = 3, b = 4, R = 5
Vậy tâm I(3; 4) và bán kính R = 5. Đáp án A.",4,MIS,"After correctly identifying the center as I(3; 4) and the radius as R=5, the student incorrectly selected option A, which corresponds to I(3; -4).",true,The student performed the mathematical steps correctly but failed to match their result with the correct option.
"Trong mặt phẳng với hệ trục tọa độ Oxy, tọa độ tâm I và bán kính R của đường tròn (C) : $(x-3)^2 + (y-4)^2 = 25$ là:
A. I(3; -4); R = 5.
B. I(-3; -4); R = 5.
C. I(-3; -4); R = 25.
D. I(3; 4); R = 25.","Đường tròn (C) có dạng (x-3)^2 + (y-4)^2 = 25, vậy tâm I(3; 4) và bán kính R = 5. Đáp án A.",2,MIS,"The student correctly identified the center and radius but chose option A, which has a different y-coordinate for the center (I(3; -4)).",true,A straightforward error of selecting the wrong option after finding the correct parameters.
"Một tổ có 15 học sinh. Số cách chọn ra 2 học sinh từ tổ đó để làm tổ trưởng và tổ phó là:
A. $A_{15}^2$.
B. $A_{15}^1$.
C. $C_{15}^2$.
D. $15^2$.","Chọn tổ trưởng có 15 cách. Sau khi chọn tổ trưởng, còn lại 14 học sinh. Chọn tổ phó từ 14 học sinh này có 14 cách. Vậy số cách chọn là 15 + 14 = 29.",2,CAL,Incorrectly added the number of ways to choose the leader and the deputy instead of multiplying.,true,The student confused the counting principle (multiplication) with simple addition.
"Một tổ có 15 học sinh. Số cách chọn ra 2 học sinh từ tổ đó để làm tổ trưởng và tổ phó là:
A. $A_{15}^2$.
B. $A_{15}^1$.
C. $C_{15}^2$.
D. $15^2$.","Vì cần chọn 2 học sinh từ 15 học sinh, nên số cách chọn là tổ hợp chập 2 của 15, tức là C(15,2) = 15!/(2!13!) = (15*14)/2 = 105.",1,FC,Used combination (C) instead of permutation (A) because the positions (leader and deputy) are distinct.,true,The student didn't recognize that the order matters (leader vs. deputy).
"Một tổ có 15 học sinh. Số cách chọn ra 2 học sinh từ tổ đó để làm tổ trưởng và tổ phó là:
A. $A_{15}^2$.
B. $A_{15}^1$.
C. $C_{15}^2$.
D. $15^2$.","Số cách chọn 2 học sinh từ 15 học sinh là A(15,2) = 15!/(15-2)! = 15*14 = 210. Nhưng vì không quan trọng thứ tự nên chia 2, kết quả là 105.",2,CS,The problem requires permutation because the positions are distinct (leader and deputy). Dividing by 2 is only appropriate for combinations.,true,The student started with the correct permutation formula but then incorrectly applied a combination adjustment.
"Một tổ có 15 học sinh. Số cách chọn ra 2 học sinh từ tổ đó để làm tổ trưởng và tổ phó là:
A. $A_{15}^2$.
B. $A_{15}^1$.
C. $C_{15}^2$.
D. $15^2$.",Tổ có 15 học sinh. Chọn 2 học sinh để làm tổ trưởng và tổ phó. Vậy số cách chọn là 15.,1,MIS,"The student failed to understand that the positions (leader and deputy) are distinct, and therefore order matters.",true,"The student completely misinterpreted the question, ignoring the different roles."
"Gieo một con xúc sắc cân đối hai lần liên tiếp. Xác suất của biến cố: ""Số chấm xuất hiện ở hai lần gieo có tổng bằng 5"" bằng:
A. $\frac{1}{9}$.
B. $\frac{1}{36}$.
C. $\frac{5}{36}$.
D. $\frac{5}{6}$.","Các kết quả có thể xảy ra khi gieo xúc sắc hai lần là: (1,1), (1,2), ..., (6,6). Tổng số kết quả là 6. Các kết quả có tổng bằng 5 là (1,4), (2,3), (3,2), (4,1). Vậy xác suất là 4/6 = 2/3.",1,KNOW,"Incorrectly calculated the total number of possible outcomes. It should be 6*6 = 36, not 6.",true,The error in calculating the total number of outcomes leads to an incorrect probability.
"Gieo một con xúc sắc cân đối hai lần liên tiếp. Xác suất của biến cố: ""Số chấm xuất hiện ở hai lần gieo có tổng bằng 5"" bằng:
A. $\frac{1}{9}$.
B. $\frac{1}{36}$.
C. $\frac{5}{36}$.
D. $\frac{5}{6}$.","Xúc sắc có 6 mặt, mỗi mặt có giá trị từ 1 đến 6. Để tổng bằng 5, ta có thể có (1,4) hoặc (4,1). Vậy xác suất là 2/12 = 1/6.",2,CV,Incorrectly assumes the total number of outcomes is 12. It should be 36.,true,"The denominator is wrong, leading to an incorrect probability."
"Gieo một con xúc sắc cân đối hai lần liên tiếp. Xác suất của biến cố: ""Số chấm xuất hiện ở hai lần gieo có tổng bằng 5"" bằng:
A. $\frac{1}{9}$.
B. $\frac{1}{36}$.
C. $\frac{5}{36}$.
D. $\frac{5}{6}$.","Tổng số kết quả có thể là 36. Các kết quả có tổng bằng 5 là (1,4), (2,3), (3,2), (4,1), (5,0). Vậy xác suất là 5/36.",3,HA,"Introduces a fictitious outcome (5,0) which is impossible with a standard six-sided die.",true,The hallucinated outcome affects the calculation of the probability.
"Trong mặt phẳng tọa độ Oxy, phương trình tiếp tuyến với đường tròn (C) : $x^2 + y^2 = 4$ tại điểm M(2; 0) là:
A. y – 2 = 0.
B. y – 4 = 0.
C. x – 2 = 0.
D. x + y – 2 = 0.","Đường tròn (C): x^2 + y^2 = 4, tâm O(0;0), bán kính R = 2.
Điểm M(2;0) thuộc đường tròn.
Phương trình tiếp tuyến có dạng y = kx + b.
Thay M(2;0) vào: 0 = 2k + b => b = -2k.
Vậy phương trình tiếp tuyến là y = kx - 2k.
Chọn k = 1 => y = x - 2 => x - y - 2 = 0.",2,MS,Missing the step of finding the slope 'k' using the fact that the radius OM is perpendicular to the tangent line.  The student arbitrarily chose k=1.,true,The student started with the general line equation but failed to use the geometric relationship between the radius and the tangent.
"Trong mặt phẳng tọa độ Oxy, phương trình tiếp tuyến với đường tròn (C) : $x^2 + y^2 = 4$ tại điểm M(2; 0) là:
A. y – 2 = 0.
B. y – 4 = 0.
C. x – 2 = 0.
D. x + y – 2 = 0.","Đường tròn (C): x^2 + y^2 = 4, tâm O(0;0), bán kính R = 2.
Điểm M(2;0) thuộc đường tròn.
Tiếp tuyến tại M có dạng x + y + c = 0.
Thay M(2;0) vào: 2 + 0 + c = 0 => c = -2.
Vậy phương trình tiếp tuyến là x + y - 2 = 0.",3,KNOW,Incorrectly assumed the form of the tangent line. The tangent line is not necessarily in the form x + y + c = 0.,true,The student assumed a specific form for the tangent line without justification.
"Trong mặt phẳng tọa độ Oxy, phương trình tiếp tuyến với đường tròn (C) : $x^2 + y^2 = 4$ tại điểm M(2; 0) là:
A. y – 2 = 0.
B. y – 4 = 0.
C. x – 2 = 0.
D. x + y – 2 = 0.","Đường tròn (C): x^2 + y^2 = 4, tâm O(0;0), bán kính R = 2.
Điểm M(2;0) thuộc đường tròn.
Tiếp tuyến tại M có dạng y = 0. (vì M nằm trên trục x)",3,REAS,"Incorrect reasoning. While M lies on the x-axis, the tangent line is not necessarily the x-axis itself.",true,The student incorrectly concluded that the tangent line must be the x-axis simply because the point lies on it.
"Trong mặt phẳng tọa độ Oxy, phương trình tiếp tuyến với đường tròn (C) : $x^2 + y^2 = 4$ tại điểm M(2; 0) là:
A. y – 2 = 0.
B. y – 4 = 0.
C. x – 2 = 0.
D. x + y – 2 = 0.","Đường tròn (C): x^2 + y^2 = 4, tâm O(0;0), bán kính R = 2.
Điểm M(2;0) thuộc đường tròn.
Phương trình tiếp tuyến là x = 2. (vì M có hoành độ là 2)",3,REAS,Incorrect reasoning. The tangent line is not necessarily vertical just because the point has an x-coordinate of 2.,true,The student incorrectly assumed the tangent line is vertical.
"Trên giá sách có 12 sách khoa học, 6 quyển tiểu thuyết và 2 cuốn hồi kí. Một bạn chọn ra 3 quyển để đọc.
a) Xác suất của biến cố ""Ba quyển được chọn đều là sách khoa học"" bằng $\frac{1}{9}$.
b) Xác suất của biến cố: ""Ba quyển được chọn thuộc ba thể loại khác nhau"" bằng $\frac{83}{95}$.
c) Xác suất của biến cố: ""Ba quyển được chọn thuộc cùng một thể loại"" bằng $\frac{2}{19}$.
d) Xác suất của biến cố: ""Ít nhất một quyển hồi kí được chọn"" bằng $\frac{68}{95}$.","a) Số cách chọn 3 quyển sách khoa học từ 12 quyển là: C(12,3) = 12*11*10/3*2*1 = 220. Tổng số cách chọn 3 quyển từ 20 quyển là: C(20,3) = 20*19*18/3*2*1 = 1140. Xác suất là 220/1140 = 11/57.",2,CAL,"Incorrect calculation of C(20,3). Should be 1140, but the student made an arithmetic error.",true,The error in calculating the total number of combinations affects the final probability.
"Trên giá sách có 12 sách khoa học, 6 quyển tiểu thuyết và 2 cuốn hồi kí. Một bạn chọn ra 3 quyển để đọc.
a) Xác suất của biến cố ""Ba quyển được chọn đều là sách khoa học"" bằng $\frac{1}{9}$.
b) Xác suất của biến cố: ""Ba quyển được chọn thuộc ba thể loại khác nhau"" bằng $\frac{83}{95}$.
c) Xác suất của biến cố: ""Ba quyển được chọn thuộc cùng một thể loại"" bằng $\frac{2}{19}$.
d) Xác suất của biến cố: ""Ít nhất một quyển hồi kí được chọn"" bằng $\frac{68}{95}$.","b) Số cách chọn 3 quyển thuộc ba thể loại khác nhau là: 12 * 6 * 2 = 144. Tổng số cách chọn 3 quyển là C(20,3) = 1140. Xác suất là 144/1140 = 12/95.",1,REAS,"Incorrectly calculated the number of ways to choose one book from each genre. It should be multiplication, but the student didn't consider the order doesn't matter.",true,The reasoning error in calculating the number of favorable outcomes leads to an incorrect probability.
"Trên giá sách có 12 sách khoa học, 6 quyển tiểu thuyết và 2 cuốn hồi kí. Một bạn chọn ra 3 quyển để đọc.
a) Xác suất của biến cố ""Ba quyển được chọn đều là sách khoa học"" bằng $\frac{1}{9}$.
b) Xác suất của biến cố: ""Ba quyển được chọn thuộc ba thể loại khác nhau"" bằng $\frac{83}{95}$.
c) Xác suất của biến cố: ""Ba quyển được chọn thuộc cùng một thể loại"" bằng $\frac{2}{19}$.
d) Xác suất của biến cố: ""Ít nhất một quyển hồi kí được chọn"" bằng $\frac{68}{95}$.","d) Xác suất không có quyển hồi kí nào được chọn là: C(18,3)/C(20,3) = (18*17*16)/(20*19*18) = 153/190. Vậy xác suất có ít nhất một quyển hồi kí là 1 - 153/190 = 37/190.",2,CAL,"Incorrect simplification of the fraction (18*17*16)/(20*19*18). Should be 153/190, but the student made an error.",true,"The calculation error affects the probability of not selecting any memoirs, and consequently, the probability of selecting at least one."
"Trên giá sách có 12 sách khoa học, 6 quyển tiểu thuyết và 2 cuốn hồi kí. Một bạn chọn ra 3 quyển để đọc.
a) Xác suất của biến cố ""Ba quyển được chọn đều là sách khoa học"" bằng $\frac{1}{9}$.
b) Xác suất của biến cố: ""Ba quyển được chọn thuộc ba thể loại khác nhau"" bằng $\frac{83}{95}$.
c) Xác suất của biến cố: ""Ba quyển được chọn thuộc cùng một thể loại"" bằng $\frac{2}{19}$.
d) Xác suất của biến cố: ""Ít nhất một quyển hồi kí được chọn"" bằng $\frac{68}{95}$.","a) Tổng số sách là 12 + 6 + 2 = 21. Số cách chọn 3 quyển sách khoa học là C(12,3) = 220. Tổng số cách chọn 3 quyển là C(21,3) = 21*20*19/6 = 1330. Xác suất là 220/1330 = 22/133.",1,CV,Incorrectly stated the total number of books as 21 instead of 20.,true,The context value error propagates through the entire solution.
"Trên giá sách có 12 sách khoa học, 6 quyển tiểu thuyết và 2 cuốn hồi kí. Một bạn chọn ra 3 quyển để đọc.
a) Xác suất của biến cố ""Ba quyển được chọn đều là sách khoa học"" bằng $\frac{1}{9}$.
b) Xác suất của biến cố: ""Ba quyển được chọn thuộc ba thể loại khác nhau"" bằng $\frac{83}{95}$.
c) Xác suất của biến cố: ""Ba quyển được chọn thuộc cùng một thể loại"" bằng $\frac{2}{19}$.
d) Xác suất của biến cố: ""Ít nhất một quyển hồi kí được chọn"" bằng $\frac{68}{95}$.","b) Xác suất chọn 3 quyển khác nhau là: P(khoa học) + P(tiểu thuyết) + P(hồi kí) = C(12,3)/C(20,3) + C(6,3)/C(20,3) + C(2,3)/C(20,3) = 220/1140 + 20/1140 + 0/1140 = 240/1140 = 4/19.",1,REAS,"Incorrectly added probabilities of mutually exclusive events. The question asks for the probability of selecting one of each genre, not the sum of probabilities of selecting only one genre.",true,The reasoning error leads to an incorrect interpretation of the problem and an incorrect probability.
"Trên giá sách có 12 sách khoa học, 6 quyển tiểu thuyết và 2 cuốn hồi kí. Một bạn chọn ra 3 quyển để đọc.
a) Xác suất của biến cố ""Ba quyển được chọn đều là sách khoa học"" bằng $\frac{1}{9}$.
b) Xác suất của biến cố: ""Ba quyển được chọn thuộc ba thể loại khác nhau"" bằng $\frac{83}{95}$.
c) Xác suất của biến cố: ""Ba quyển được chọn thuộc cùng một thể loại"" bằng $\frac{2}{19}$.
d) Xác suất của biến cố: ""Ít nhất một quyển hồi kí được chọn"" bằng $\frac{68}{95}$.","d) Xác suất chọn ít nhất một quyển hồi kí là: Số cách chọn 1 quyển hồi kí và 2 quyển khác là C(2,1)*C(18,2) = 2 * (18*17/2) = 306. Xác suất là 306/20 = 15.3.",2,MIS,"Divided the number of favorable outcomes by 20 instead of the total number of possible outcomes, C(20,3) = 1140. Also, a probability cannot be greater than 1.",true,The misinterpretation of the question and incorrect denominator lead to an invalid probability.
"Cho nhị thức $(2x+3)^6$.
a) Số hạng chứa $x^3$ trong khai triển Newton của nhị thức trên là $64x^3$.
b) Hệ số của số hạng chứa $x^4$ trong khai triển Newton của nhị thức trên là 4120.
c) Số hạng không chứa x trong khai triển Newton của nhị thức trên là 729.
d) Tổng các hệ số trong khai triển Newton của nhị thức bằng 15625.",b) Hệ số của số hạng chứa $x^4$ trong khai triển Newton của $(2x+3)^6$ là $C_6^4 (2x)^4 3^2 = 15 * 16x^4 * 9 = 2160x^4$.,1,FC,The solution calculates the term itself instead of just the coefficient. It includes $x^4$ in the final result.,true,Misunderstanding of what the question asks for (coefficient vs. the entire term).
